Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
321,13400480,"Vaishnavi Pandey","2025-02-25 16:11:30",0.80360,1,vaishnavipandeyvp
322,13400492,"VS Vidyasagar","2025-02-25 16:11:45",0.80360,1,vsvidyasagar
323,13400499,"Amit Kumar #3","2025-02-25 16:14:22",0.80360,1,zoom8amitraj
324,13400539,"Jagriti Singal","2025-02-25 16:21:44",0.80360,1,jagritisingal
325,13400579,"Vidyasagar VS","2025-02-25 16:33:39",0.80360,1,vidyasagarvs
326,11692648,MARCYYL,"2025-03-04 21:29:06",0.80360,12,marcyyl
327,11948915,"Fábio Carvalho Scarel","2025-03-20 13:23:29",0.80360,18,fbiocarvalhoscarel
328,13466995,TessH-W,"2025-03-12 00:24:54",0.80360,11,tesshw
329,13524775,501628-พลภัทร,"2025-03-20 04:24:37",0.80360,5,polrapat
330,13558663,"Krutarth Jankat","2025-03-27 21:18:44",0.80360,3,krutarthjankat
331,13427203,siciliaa,"2025-03-31 20:01:24",0.80360,17,siciliaa
332,13579327,"Rafael Sedas De Icaza","2025-03-31 02:33:04",0.80360,1,rafaelsedasdeicaza
333,10303792,"[Deleted] d77a52fc-e61a-4af9-9b53-6441fa6d8c37","2025-04-13 20:30:39",0.80360,24,del=058e3ed22724c6a2
334,12696795,tomoniyukiwo,"2025-04-05 18:47:40",0.80360,7,tomoniyukiwo
335,13623094,"Ziye Lin","2025-04-07 16:48:35",0.80360,10,ziyeahlin
336,13635525,"Aditya Kendre","2025-04-08 23:34:29",0.80360,2,adityakendre21
337,13597758,ChuhanShi,"2025-04-09 01:49:47",0.80360,26,chasesze
338,13628981,"Ziyi Wang","2025-04-09 03:14:56",0.80360,4,ziyw1105
339,13650012,ZtianGao,"2025-04-11 01:49:52",0.80360,3,ztiangao
340,13423221,"Jan Klaszczyk","2025-04-15 21:30:11",0.80360,11,janklaszczyk
341,13397923,"Damian Tran","2025-03-02 17:34:40",0.80336,12,damianvtran
342,13347786,Bear-with-Us,"2025-02-27 14:09:30",0.80336,3,"brainrott,chiyo311,yuymath,zhimingzhang2396"
343,13434775,"Daniel Adhitthana","2025-03-05 08:47:22",0.80336,3,danieladhitthana
344,9770541,kagleo123,"2025-03-25 07:52:02",0.80336,39,kagleo123
345,13468022,"Vedant Chavle","2025-03-14 16:53:47",0.80336,4,vedantchavle
346,13371840,"Nigam Niraula #2","2025-03-21 12:53:41",0.80336,12,nigamniraula
347,13566185,www,"2025-03-29 23:41:25",0.80336,6,feelsoulwearweek
348,13374788,"Raz Ben Aharon","2025-04-06 09:29:16",0.80336,18,razbenaharon
349,13591061,hwanhee98,"2025-04-01 16:13:33",0.80336,5,hwanhee98
350,13630310,"Sherry Wu","2025-04-08 21:10:51",0.80336,1,sherryzhiyuwu
351,13641792,debmalyasarkar,"2025-04-09 16:23:02",0.80336,1,debmalya117
352,13660383,"Hải Trương Văn","2025-04-12 11:26:58",0.80336,6,hitrngvn
353,12961048,"Liam Stuart","2025-02-15 18:01:26",0.80313,3,liamstuart3141
354,13316691,mea119,"2025-02-16 19:39:40",0.80313,8,mea119
355,13380632,"jihed bhar","2025-03-11 10:31:49",0.80313,8,jihedbhar
356,13373240,"Shah #3","2025-02-26 18:15:21",0.80313,33,plxustech
357,13425637,"chuxun Liu","2025-03-02 12:14:46",0.80313,1,chuxunliu
358,13458507,"Jared West","2025-03-08 01:00:22",0.80313,5,jaredwest
359,13457914,"Luke Jegeris","2025-03-11 23:46:53",0.80313,12,lukejegeris
360,13483830,"Carter Coffman","2025-03-12 21:10:38",0.80313,5,cartercoffman
361,13488812,AdityaLADDHA,"2025-03-14 08:13:05",0.80313,1,adityaladdha
362,13496211,"Ryan Magnuson","2025-03-19 20:51:55",0.80313,23,ryanmagnus0n
363,13497855,"Priyansh Kumar","2025-03-15 13:53:39",0.80313,3,priyansh7iitd11
364,13519877,"Elian Richard","2025-03-21 16:15:24",0.80313,8,richardelian
365,13508354,"Mohamed Atia 2004","2025-04-01 21:47:56",0.80313,8,mohamedatia2004
366,10292391,vb,"2025-03-31 18:54:55",0.80313,2,vyacheslavbolotin
367,13490259,MariusJan,"2025-03-30 20:27:03",0.80313,8,mariusjan
368,13620130,"Jialu Yuan","2025-04-06 08:12:37",0.80313,1,jialuyuan
369,13635232,"Eileen Zhang","2025-04-09 01:26:42",0.80313,5,eileenzhang827
370,13319232,"Karthikeya Reddy","2025-02-20 05:56:14",0.80289,4,"allmight05,reddykarthikeya1"
371,13396436,"michael gray","2025-02-26 19:02:11",0.80289,22,mishagray
372,13402474,"Su Thanh Cong","2025-02-26 08:48:45",0.80289,3,suthcong
373,13393245,VincentbwZheng,"2025-03-08 10:47:22",0.80289,6,vincentbwzheng
374,13332719,"Dale Nakasone","2025-03-12 22:57:33",0.80289,8,dalenaka
375,13405441,"Florin Teodorescu","2025-03-13 08:31:13",0.80289,7,florinnov
376,13436312,datorpu,"2025-03-15 09:20:09",0.80289,2,dato6091
377,13585330,"kazuto wakatsuki","2025-04-01 00:50:22",0.80289,7,kazutowakatsuki
378,13613121,jhaseong,"2025-04-07 02:12:15",0.80289,3,jhaseong
379,13647535,Stanleyhao2003,"2025-04-10 06:57:31",0.80289,6,stanleyhao2003
380,13603253,"Amir Moshkani","2025-04-10 10:38:01",0.80289,1,amirmoshkani
381,13660664,kazutakahayashi,"2025-04-12 11:39:20",0.80289,2,kazutakahayashi
382,13348293,"Sydney Horan","2025-02-16 03:07:10",0.80266,3,sydneyhoran
383,8211267,C4rl05/V,"2025-02-17 02:33:27",0.80266,1,cv13j0
384,13359396,novopoli,"2025-02-21 12:28:47",0.80266,3,pollynovo
385,13362879,"Yu Xiao","2025-03-01 06:35:56",0.80266,6,melanieyuxiao
386,13450817,"ireland mccauley","2025-03-07 14:22:46",0.80266,3,irelandmccauley
387,13480364,"kayla teuscher","2025-03-12 00:57:04",0.80266,7,kaylateuscher
388,13476381,"Andrei Cheriabkin","2025-03-14 14:30:28",0.80266,2,andreicheriabkin
389,13545532,ILYA_MM,"2025-03-24 17:57:32",0.80266,8,ilyamm
390,13544531,igloos,"2025-03-26 15:29:10",0.80266,9,igloomatics
391,13545585,llluork,"2025-04-03 15:28:54",0.80266,5,llluork
392,13570506,OscarBria,"2025-03-31 07:23:44",0.80266,12,oscarbria
393,13502199,"Mr. Chen 66","2025-04-02 06:37:23",0.80266,1,mrchen66
394,13590526,"Dhirendra Kumar","2025-04-03 04:07:44",0.80266,11,dhirendra6002
395,13603608,"Enzo Linus","2025-04-03 12:49:26",0.80266,10,enzolinus
396,13012470,2024e_Jeremy,"2025-04-07 17:50:56",0.80266,2,jeremy921
397,13629124,Shrimpyy,"2025-04-07 18:04:47",0.80266,3,shrimpyy
398,13629829,"Hassan Beydoun","2025-04-08 03:35:18",0.80266,20,hassanbeydoun
399,13656683,nansh,"2025-04-11 14:15:20",0.80266,2,chixu78
400,13569212,"Trevor Settembre","2025-04-16 16:45:09",0.80266,12,trevorsettembre
401,13679105,"Stefan Kraft","2025-04-16 02:15:48",0.80266,3,stefankraft
402,13678837,woochan,"2025-04-16 08:13:14",0.80266,5,woochan0330
403,13678826,kimsohyu,"2025-04-16 09:12:58",0.80266,10,kimsohyu
404,13417148,Alejidnci,"2025-03-03 02:26:47",0.80243,17,alejidnci
405,13473725,"Max Felter","2025-03-12 06:01:13",0.80243,12,maxfelter
406,13509392,"Cody Weaver","2025-04-02 18:15:25",0.80243,36,codyweaver
407,13517833,le_fishe,"2025-03-28 00:47:25",0.80243,14,lefishe
408,13600546,zkldddxy,"2025-04-03 18:58:35",0.80243,6,zkldddxy
409,13618258,susanwyx,"2025-04-05 20:43:15",0.80243,2,susanwyx
410,13623473,VenchyChen,"2025-04-06 22:31:21",0.80243,1,venchychen
411,13662784,"Hanwen Zhang #3","2025-04-16 01:20:22",0.80243,27,hhanwenzzhang
412,11033400,MarkyTMark,"2025-03-01 12:37:07",0.80219,2,markytmark
413,13412944,"Patrick Gress","2025-03-30 17:27:18",0.80219,22,patrickgress
414,13404921,"JIhyun Noh 22","2025-03-10 11:36:37",0.80219,3,jihyunnoh22
415,13466942,"Francis Chan","2025-03-11 00:33:32",0.80219,4,chanfrancis
416,13480585,"Joey K","2025-03-12 01:08:23",0.80219,2,joey47
417,13116916,"Jay Veer Singh Chauhan","2025-03-13 08:16:45",0.80219,1,jayveersinghchauhan
418,13501317,"L. Elaine Dazzio","2025-03-16 01:27:32",0.80219,3,elainedazzio
419,13505617,JasonLi30199,"2025-03-17 01:56:18",0.80219,2,jasonli30199
420,13502075,"Siddharth Raj","2025-03-24 18:51:23",0.80219,8,sidraj000
421,13357939,"Kenzo Rei Lo","2025-03-31 17:37:25",0.80219,41,kenzoreilo
422,13357938,"Lance Spencer PohLeung","2025-04-04 03:36:25",0.80219,85,lancespencerpohleung
423,13557442,"Iryna Sobetska-Malnatska","2025-03-27 11:19:34",0.80219,6,irynasobetska
424,13527173,"Agneska Sablovskaja","2025-03-28 13:59:33",0.80219,12,agneskasablovskaja
425,13584083,Dorin,"2025-04-02 22:43:13",0.80219,2,dorusan
426,13604393,"Nathaniel Olivan","2025-04-03 15:43:21",0.80219,10,nathanashtonolivan
427,13567217,"Angelo Codilla","2025-04-05 10:02:16",0.80219,10,angelocodilla
428,13627878,"Sureet Sarau","2025-04-07 21:59:40",0.80219,7,sureetsarau
429,13622841,"Carlos Figueredo UM","2025-04-09 00:18:51",0.80219,8,carlosfigueredoum
430,9721510,"Chengrui Zhao","2025-04-09 16:36:58",0.80219,7,chengruizhao
431,13658617,Lhama2G_FMU,"2025-04-16 03:26:07",0.80219,5,"gustavo2512,gustaxavier,malleficarum,mateustmaciel"
432,13678800,"Kwon Five","2025-04-16 01:02:12",0.80219,2,kwonfive
433,13434655,"Dutch Vandaline","2025-03-04 03:29:46",0.80196,3,dutchvandaline
434,13469842,lianou,"2025-03-11 07:40:38",0.80196,4,lianou
435,13487465,VisuOwO,"2025-03-13 09:16:19",0.80196,3,visu00
436,13439676,"Abbas Norouzi","2025-03-20 07:02:49",0.80196,1,abbasnorouzi98
437,13543423,Gwonseojin,"2025-03-24 03:02:54",0.80196,2,gwonseojin
438,13538338,"Adi Kadušić","2025-03-25 20:41:02",0.80196,3,adikadui
439,13508260,"west virginia","2025-03-31 13:51:36",0.80196,12,lyricmimic
440,13546489,"The Wally","2025-03-27 09:21:12",0.80196,16,thewally
441,13595528,Wojtq98,"2025-04-03 13:01:40",0.80196,8,wojtq98
442,13600551,YL1223,"2025-04-03 22:18:48",0.80196,1,yl1223
443,13607280,"Lena Choi","2025-04-06 17:42:34",0.80196,2,lenadchoi1998
444,13624270,"Debottam Ghosh","2025-04-07 04:30:37",0.80196,2,debghosh1234567890
445,13635929,"Zichen Jiang","2025-04-09 05:28:26",0.80196,1,mtjqmszb
446,13539562,"Moritz Bear","2025-04-13 06:06:44",0.80196,2,moritzbear
447,13352392,"Denis Tola","2025-02-16 22:46:27",0.80173,1,denistola
448,10993390,"Aryavrat Misrha","2025-02-22 07:21:49",0.80173,1,aryavratmisrha
449,13379928,"Devaansh Dubey","2025-02-23 12:20:41",0.80173,3,devaanshdubey
450,13362297,"Kata Hernádi","2025-03-02 16:49:43",0.80173,7,kataherndi
451,13400429,"JOSE PEREZ","2025-02-25 16:47:47",0.80173,4,jperez218
452,13402771,"Joshton Sequeira","2025-02-27 13:37:21",0.80173,1,joshtonsequeira
453,13404346,"Ravindra Kumar","2025-02-28 07:43:58",0.80173,1,ravindrakumar1998
454,13432838,Selvam_Namrata_Sandeep,"2025-03-07 00:51:54",0.80173,1,sandeepglatentview
455,13474744,"Manuel Gabutan","2025-03-12 11:15:50",0.80173,7,manuelgabutan
456,13480439,"Samuel Lagasse","2025-03-12 12:52:05",0.80173,10,samuellagasse
457,13483887,"SHIV SHANKAR S","2025-03-12 15:42:12",0.80173,1,shivshankarsajeev
458,13474129,djing,"2025-03-12 22:25:40",0.80173,1,dronaingwaba
459,13468515,400161-กมลภูมิ,"2025-03-18 07:46:44",0.80173,6,kahmoanpoomithongwat
460,13539066,"Youssef Atourqui","2025-03-27 22:49:23",0.80173,7,youssefatourqui
461,13551233,"Shubham Jain #4","2025-03-30 07:27:19",0.80173,2,sjain600
462,13572627,tantalius,"2025-03-30 12:48:20",0.80173,15,tantalius
463,13578744,zakareaaa,"2025-03-30 21:09:30",0.80173,1,zakareaaa
464,9753011,memo,"2025-04-03 09:14:51",0.80173,10,memo38
465,13626799,D1367617_chiangyusheng,"2025-04-07 12:10:38",0.80173,3,jchiang6969
466,13617138,"Isu Patel","2025-04-08 17:49:57",0.80173,1,isuworld
467,13598280,"Muhan Ji","2025-04-08 19:53:19",0.80173,8,muhanj
468,13598235,"Junqi Wang","2025-04-08 21:33:34",0.80173,7,junqiw
469,13010718,"Jonyle Suriaga","2025-04-09 02:12:26",0.80173,1,jonylesuriaga
470,13640096,"Harini Sree Kareti","2025-04-09 18:06:18",0.80173,5,harinisreekareti
471,13592302,"George Sadunishvili","2025-04-09 18:28:17",0.80173,9,georgesadunishvili
472,13641943,"Xin Jie Zhuo","2025-04-10 16:52:45",0.80173,3,xinjiezhuo
473,12839373,"Rwitobaan Sheikh","2025-04-13 22:26:48",0.80173,1,rwitobaan
474,13677560,"Katherine McGraw","2025-04-15 20:48:11",0.80173,3,katherinemcgraw
475,13678798,minimummummum,"2025-04-16 09:04:26",0.80173,8,minimummummum
476,13418383,Kingademi,"2025-03-05 17:25:38",0.80149,1,kingademi
477,13457840,Davexpert,"2025-03-07 19:21:49",0.80149,1,davexpert
478,13195251,"Dmitrii Matveichev","2025-03-31 01:27:28",0.80149,10,dmitriimatveichev
479,11553035,"Yusuf Usama","2025-03-17 09:42:33",0.80149,1,yusufusama
480,13532946,"Li Zhengyang","2025-03-22 10:43:23",0.80149,1,sunprince
481,13357937,"Ian Rafael Munez","2025-03-24 20:22:22",0.80149,66,ianrafaelmunez
482,13571593,Pipi_peieryue,"2025-03-29 05:54:55",0.80149,1,pipipeieryue
483,13543535,이현준(한국),"2025-03-30 07:56:54",0.80149,3,hyb142235
484,13618243,Lenahu1002,"2025-04-11 22:25:09",0.80149,6,lenahu1002
485,13533863,"ID Google","2025-04-11 23:30:27",0.80149,2,idgoogle
486,13664244,Samhoon,"2025-04-13 14:36:51",0.80149,1,samhoon
487,13079402,"Rabin Kumar","2025-02-16 06:26:46",0.80126,2,rabinkumar
488,13348455,"Jeremy Albright","2025-02-16 21:34:28",0.80126,1,jeremyalbright11
489,13219042,"Victor Rocco","2025-02-20 14:08:00",0.80126,11,victorrocco
490,13251936,"Bilal Asif Burney","2025-02-21 09:42:04",0.80126,10,bilalasifburney
491,13396934,Carlos.C.TX,"2025-03-06 19:09:43",0.80126,8,carlosctx
492,9746168,Prayas,"2025-03-15 22:55:50",0.80126,18,prayas0
493,11069815,"Heath Jones","2025-03-22 06:17:21",0.80126,1,heefjones
494,13571331,"Jorge González Álvarez","2025-03-31 02:49:23",0.80126,1,jorgegonzlezlvarez
495,13568960,"The Ciphers","2025-04-04 12:47:04",0.80126,2,"hamzaombaso,mohamedombaso"
496,13616939,U9K9000,"2025-04-10 20:00:58",0.80126,3,u9k9000
497,13552491,qinxuqiang,"2025-04-08 16:49:16",0.80126,6,qinxuqiang
498,13623066,"Xiaoxu Ai","2025-04-09 00:45:12",0.80126,10,xiaoxuai
499,13636645,"Latricia Faye Briguera","2025-04-10 05:59:18",0.80126,16,latriciafayebriguera
500,13646563,kishia,"2025-04-10 05:17:46",0.80126,1,kishia
501,13653250,"Nona PD","2025-04-16 05:40:03",0.80126,1,nonapd
502,13353430,Abdulqader2000,"2025-02-19 06:07:33",0.80102,2,abdulqader2000
503,13346909,DanGxyz,"2025-02-26 12:11:02",0.80102,13,dangxyz
504,13401047,Vilius1,"2025-03-08 17:32:09",0.80102,4,vilius1
505,13462652,"Stefan Berger","2025-03-10 15:06:18",0.80102,13,stefanberger1111
506,13102112,"Abdelhak Kana","2025-03-21 17:40:37",0.80102,6,abdelhakkana
507,13479046,"Techno Wizard65","2025-03-11 17:00:01",0.80102,2,technowizard65
508,13475085,Magnolia22,"2025-03-11 20:44:32",0.80102,8,magnolia22
509,13480714,"Gunnar Fellows","2025-03-12 01:50:52",0.80102,1,gunnarfellows41
510,13482178,"Sathvik Medapati","2025-03-12 09:06:50",0.80102,1,smedapati26
511,13483689,"Lucia Polo Martinez","2025-03-17 01:24:18",0.80102,4,luciapolomartinez
512,13509472,"Nathan Burton","2025-03-17 16:44:05",0.80102,2,burton15
513,13398665,"Hafiz Nova","2025-03-21 22:06:38",0.80102,2,hafiznova
514,13415328,"Fan, Qing","2025-03-22 14:40:26",0.80102,1,fanqing1986
515,13535941,sunyeyeong,"2025-03-25 09:10:58",0.80102,20,sunyeyeong
516,13564972,"Vedant Singh","2025-03-31 11:16:36",0.80102,8,vedantsingh5054
517,13421613,Sacky,"2025-03-29 04:32:02",0.80102,3,sackykaggle
518,13623991,BrianBeaumont,"2025-04-07 05:12:36",0.80102,3,brianbeaumont
519,13612964,mylinatumich,"2025-04-08 02:25:32",0.80102,2,mylinatumich
520,13643853,GKorzh21,"2025-04-10 20:30:47",0.80102,10,gerkorzh21
521,13636772,"Grace Post","2025-04-11 00:54:32",0.80102,3,gracepost
522,13668348,"Million Games","2025-04-14 08:10:13",0.80102,8,milliongames
523,13251282,"Sonaike Opeyemi","2025-02-19 17:00:57",0.80079,2,sonaikeopeyemi
524,13380887,"Andrea Costa","2025-02-22 17:32:07",0.80079,1,soulofsword
525,13272525,"Ayush chandra Maurya","2025-02-24 10:41:44",0.80079,2,ayushchandramaurya
526,10681731,"Garam Kim","2025-02-25 06:43:33",0.80079,3,gharashim
527,13395349,Kadirkdr,"2025-02-25 08:13:10",0.80079,1,kadirkdr
528,13399429,"Sanzhar Ilichbekov","2025-02-25 13:44:33",0.80079,5,sanzharilichbekov
529,13369576,CyberBanana,"2025-04-10 10:30:16",0.80079,21,cyberbanana
530,12765014,"DaRoWA * (ДAPOWA)","2025-03-16 06:02:06",0.80079,1,darowaapowa
531,13534288,"Imon Hossain","2025-03-24 15:49:45",0.80079,3,imonhossain
532,13543407,Dovis,"2025-03-25 00:43:02",0.80079,5,dovis01
533,13574478,"Shane Yu","2025-03-30 00:38:21",0.80079,3,yushch2002
534,13543825,nannaradang,"2025-03-30 13:27:09",0.80079,17,nannaradang
535,13540992,"Kirill Scherbakov","2025-04-01 20:29:31",0.80079,6,kirillscherbakov
536,13630853,"selina ss9","2025-04-09 01:27:49",0.80079,20,selinass9
537,13637338,"No Name #2","2025-04-10 09:52:24",0.80079,7,kestrel7f9nrp4v
538,13581218,Boolean,"2025-04-14 07:04:23",0.80079,19,juliankraus
539,13468504,yanghsu0302,"2025-03-11 06:50:55",0.80056,5,yanghsu0302
540,12908080,mmhoehne,"2025-03-14 21:08:13",0.80056,1,mmhoehne
541,12878820,Star2025,"2025-03-16 12:43:37",0.80056,15,star2025
542,13483124,"Ragi Saikiran Reddy","2025-03-17 06:06:58",0.80056,2,ragisaikiranreddy
543,11522828,"Brendan Brasch","2025-03-18 21:33:09",0.80056,2,bbrasch
544,13491323,"Zihan Qiu","2025-03-19 05:11:16",0.80056,13,jiechy
545,13533284,"Piotr Kociołek","2025-03-21 15:50:06",0.80056,2,piotrkocioek
546,13536169,"yumu ze","2025-03-22 08:19:52",0.80056,1,yumuze
547,13573242,"Kind tiger","2025-03-29 23:41:26",0.80056,5,imessor
548,13591036,"Igor #4","2025-04-02 19:39:01",0.80056,3,igormichalskii
549,13651136,Sudarshan_ml,"2025-04-10 14:14:08",0.80056,1,sudarshanml
550,9519732,FredNajjar,"2025-04-16 16:41:07",0.80056,1,fnajjar
551,13414290,akhialomgir,"2025-03-05 09:46:29",0.80032,8,akhialomgir
552,13374641,muran,"2025-03-04 12:54:29",0.80032,5,muran169633
553,13423854,kRESiEGE,"2025-03-06 16:46:57",0.80032,4,muhkhairulamtsal16
554,13344416,dakenn,"2025-03-08 12:53:17",0.80032,13,dakenn
555,13479373,"Md Al Amin","2025-03-11 18:36:45",0.80032,1,mehedihasanalamin
556,13502492,fallen_angel_666,"2025-03-17 11:26:46",0.80032,20,fallenangel666
557,13543546,gominjung,"2025-03-30 12:39:21",0.80032,2,gominjung
558,13547760,"Fernando Ariel Lozano Castillo","2025-03-31 04:39:37",0.80032,5,ferlozano789
559,13613420,yutanglin,"2025-04-05 05:09:56",0.80032,4,yutanglin
560,13635277,"Anlin Ma","2025-04-08 18:09:22",0.80032,5,anlinma
561,13581129,lixils,"2025-04-10 03:25:20",0.80032,1,lixils
562,13636771,BrandtKaufmann,"2025-04-11 01:10:17",0.80032,10,brandtkaufmann
563,13629080,Shivanshwo,"2025-04-14 06:04:09",0.80032,16,shivanshwo
564,13671303,"Rajan Suri","2025-04-14 15:04:04",0.80032,2,rajansuri
565,13678056,bartq1432,"2025-04-15 20:11:18",0.80032,5,bartq1432
566,8245444,"Ryo Asashi","2025-02-18 07:54:09",0.80009,4,negoto
567,13025926,Mucchan46,"2025-02-19 18:39:12",0.80009,1,mucchan46
568,13383229,"Oswaldo Mendez","2025-02-21 19:10:37",0.80009,10,oswaldomendez
569,13419824,李龙飞,"2025-03-05 21:39:19",0.80009,16,griffith123
570,12712468,Marti0,"2025-03-06 20:26:09",0.80009,4,marti0
571,13466874,"Abdul Moeez","2025-03-09 16:58:03",0.80009,2,abdulmoeez1
572,13480869,EthanC402,"2025-03-12 04:05:33",0.80009,2,ethanc402
573,13299027,"Srinath Yadav","2025-03-12 18:01:36",0.80009,1,srinath70
574,13480591,"Hadeel Ismail","2025-03-13 08:21:11",0.80009,3,hadeelismail25
575,13525252,"Ganghyeok Lee","2025-03-20 06:08:51",0.80009,1,ganghyeoklee
576,13529455,"Anthony Lee","2025-03-21 04:34:44",0.80009,5,anthonylee1
577,13518360,Leo0410,"2025-03-27 01:55:41",0.80009,17,leo0410
578,13618631,raywu99,"2025-04-06 01:10:56",0.80009,5,raywu99
579,13628065,"Kendra Sun","2025-04-08 20:49:42",0.80009,6,kendrasun
580,13629953,squattingbob,"2025-04-07 21:54:25",0.80009,3,squattingbob
581,13629952,Yashu7,"2025-04-09 02:55:50",0.80009,11,yashu7
582,13654061,taitruong256,"2025-04-11 09:20:17",0.80009,5,taitruong256
583,13659901,"JJ #3","2025-04-12 07:42:58",0.80009,2,taejinpark
584,13658352,"Denis Mur","2025-04-12 22:36:33",0.80009,1,denislamur
585,13636505,"James Calum","2025-04-16 04:08:18",0.80009,4,jamescalum
586,13390367,"hamdi mohamed","2025-02-24 15:12:44",0.79985,2,hamdimohamed22
587,13425222,LLK桑,"2025-03-02 09:37:04",0.79985,3,llksang
588,13405569,"omer berk","2025-03-13 11:45:20",0.79985,5,omerberk
589,13269930,BelenLuna,"2025-03-17 10:16:40",0.79985,2,belenluna
590,13533517,"Hawari Cracker","2025-04-07 15:26:46",0.79985,6,hawaricracker
591,13543518,parkseungmin,"2025-03-30 13:08:41",0.79985,8,parkseungmin
592,13592548,ComboAI_FMU,"2025-04-09 22:24:22",0.79985,1,"kaykyribeirolima,viniciusbarboza"
593,13666293,"Sunnykid Sun","2025-04-14 04:10:15",0.79985,1,sunnykidsun
594,13673893,"Hisato Komatsu","2025-04-16 03:48:03",0.79985,4,hisatokomatsu
595,13678807,"kim du yeon","2025-04-16 06:18:38",0.79985,6,kimduyeon
596,13396210,"Egor Maksimov","2025-02-26 16:52:44",0.79962,4,dedmoroz77
597,8849792,"Omar Vivas Eyrich","2025-03-02 17:34:03",0.79962,22,omarvivaseyrich
598,13411165,JakubKmn,"2025-03-02 18:09:32",0.79962,1,jakubkmn
599,13477217,Skiringen,"2025-03-20 17:41:37",0.79962,2,skiringen
600,13531383,ayj35,"2025-03-24 15:29:39",0.79962,25,yujinahn2
601,13389866,"Aleksei Lapin","2025-03-26 11:11:52",0.79962,2,alekseilapin
602,13566436,"Benjamin Charles","2025-03-30 23:24:07",0.79962,8,ringo004
603,13579380,"Ignacio Gaxiola Corona","2025-03-31 21:16:50",0.79962,1,ignaciogaxiolacorona
604,13638138,StanleyHao,"2025-04-10 06:49:20",0.79962,10,stanleyhao
605,13656878,"Jaja Bings","2025-04-12 10:57:28",0.79962,2,jajabingsseturbo
606,13393683,Avinash.K,"2025-02-24 08:52:07",0.79939,2,ka21mmb0a30
607,13382817,"Dr. James Gambrah","2025-02-25 17:17:48",0.79939,6,jamesgambrah
608,13441231,Reine,"2025-03-07 10:46:09",0.79939,3,reine999
609,13478553,"Dreizen Malyx Ty","2025-03-11 16:20:33",0.79939,5,dreizenmalyxty
610,13478538,Jarrell1,"2025-03-11 16:12:57",0.79939,10,jarrell1
611,13480067,"Akshan Mehta","2025-03-18 21:10:59",0.79939,5,akshanmehta
612,13247116,"Gabriel Dereims","2025-03-15 23:36:19",0.79939,1,dazane
613,13545099,"zetian ji","2025-03-24 08:42:02",0.79939,1,zetianji
614,13543428,"Joe K.","2025-03-26 11:40:15",0.79939,27,xezoless
615,13394402,"manuel moya martín - castaño","2025-03-26 18:26:24",0.79939,6,manuelmoyamc
616,13549514,mlvn,"2025-03-28 05:00:54",0.79939,2,melvincabatuan
617,13565759,ASHTRAY_007,"2025-03-30 07:51:30",0.79939,6,ashtray007
618,13346985,ash_0422,"2025-04-03 12:56:14",0.79939,1,soundaryasound22
619,13605436,"Hazzer Inyo","2025-04-03 18:51:44",0.79939,10,hazzerinyo
620,13012493,2024e_Esther,"2025-04-06 03:10:22",0.79939,1,xun0815
621,13628672,"benchpress bob","2025-04-07 18:13:38",0.79939,10,benchpressbob
622,13629197,"Zhile Wu","2025-04-08 15:35:10",0.79939,2,zhilewu
623,13664789,yakiimo,"2025-04-13 14:55:49",0.79939,8,yakiimo779
624,13152457,BroKob,"2025-02-19 22:14:54",0.79915,1,"brosek200,fkobus"
625,13172436,"Jiale Lin","2025-03-02 04:53:37",0.79915,2,jili1731
626,13405276,"Shahiya Dhalley","2025-02-28 16:58:12",0.79915,2,shahiyadhalley
627,13413293,"melon klein","2025-03-03 08:17:45",0.79915,9,melonklein
628,13388309,"Mateus Gurgel","2025-03-01 04:51:39",0.79915,19,mateusgurgel
629,13475962,"Patrick Mugambi","2025-03-11 10:06:24",0.79915,2,patrickmugambi
630,13432160,"Mihai Toie","2025-03-31 09:17:35",0.79915,11,mihai27
631,13536740,solomoon66,"2025-03-22 12:57:41",0.79915,2,solomoon66
632,13543754,"Ruckol Plem","2025-03-30 12:24:36",0.79915,11,ruckolplem
633,13551252,"August Gants","2025-03-27 11:16:50",0.79915,8,augustgants
634,13566919,"Julienne Claire Torres","2025-04-04 03:50:45",0.79915,12,julienneclairetorres
635,13585207,"Sean Waun","2025-04-01 00:50:05",0.79915,3,seanwaun
636,13611286,"Akshad Agarwal","2025-04-05 17:13:35",0.79915,6,akshadagarwal
637,13629910,"Ishbir Singh","2025-04-09 02:20:42",0.79915,3,ishbir
638,13663756,"Filip Nathan","2025-04-13 15:05:22",0.79915,2,filipnathan
639,13655772,"Xiao Dong","2025-04-13 08:00:54",0.79915,6,jasonxiaodong
640,13357474,"Karol Rostkowski","2025-02-21 22:52:54",0.79892,3,karolrostkowski
641,13466361,"Mark James Ortega","2025-04-10 14:03:55",0.79892,6,markjamesortega
642,13343799,"Elze Vadopalaite","2025-03-11 12:13:21",0.79892,3,elzevadopalaite
643,13462383,"Samuel Kertés","2025-03-23 20:04:39",0.79892,1,samuelkerts
644,13558491,Teflx04,"2025-03-26 18:19:35",0.79892,1,teflx04
645,13530535,"Francis Nathe Omana","2025-03-28 05:03:30",0.79892,5,francisnatheomana
646,13566587,"Clair Nicole Lota","2025-03-28 05:24:22",0.79892,10,clairnicolelota
